employee_id,department,role,seniority_years,total_weekly_hours,overtime_hours,daily_meeting_volume,days_since_last_vacation,sick_leave_days_6m,self_reported_stress,motivation_level,burnout_risk
E0357,Operations,Mid,4.6,49.1,9.8,2.9,162,5,4,3,High
E0358,Operations,Mid,5.1,41.5,0.4,2.3,61,1,3,4,Low
E0359,HR,Senior,4.9,51.6,13.3,3.7,116,5,5,1,High
E0360,Finance,Junior,2.9,41.7,1.2,1.8,158,0,3,5,Low
E0361,Marketing,Senior,1.9,52.0,14.1,2.3,221,0,4,3,High
E0362,IT,Mid,3.9,55.3,13.1,0.7,219,3,4,2,High
E0363,IT,Senior,2.9,53.3,12.8,1.2,186,5,4,3,High
E0364,IT,Junior,0.5,40.1,4.6,0.2,100,3,3,4,Low
E0365,Finance,Mid,1.4,48.1,7.6,2.4,105,0,3,4,Low
E0366,Sales,Mid,2.6,47.2,6.1,1.5,97,2,3,3,Low
E0367,Operations,Junior,6.8,45.9,6.6,2.7,61,2,3,3,Low
E0368,Finance,Junior,3.9,47.0,5.0,1.7,70,1,4,4,Low
E0369,Sales,Junior,1.6,40.1,0.0,2.0,180,2,3,5,Low
E0370,Marketing,Mid,1.3,49.1,11.0,1.4,93,2,4,3,Medium
E0371,Operations,Junior,7.8,44.9,6.2,2.2,62,1,3,5,Low
E0372,Sales,Manager,3.0,41.7,10.1,3.1,217,3,5,3,High
E0373,Sales,Mid,0.1,44.0,5.8,1.8,127,3,2,4,Low
E0374,Sales,Lead,3.2,47.7,12.4,4.4,57,0,3,5,Low
E0375,IT,Manager,5.8,43.6,9.4,3.6,265,2,5,4,Medium
E0376,IT,Junior,1.2,43.8,0.0,1.5,225,1,3,5,Low
E0377,Marketing,Senior,3.7,48.9,9.6,3.0,85,3,4,3,Medium
E0378,Sales,Lead,4.0,50.2,13.1,3.5,136,4,4,4,Medium
E0379,Sales,Senior,1.3,44.9,8.7,3.3,77,1,3,3,Low
E0380,Operations,Mid,8.3,42.8,2.9,1.4,61,1,3,4,Low
E0381,Finance,Mid,4.0,48.5,7.4,3.8,95,2,5,2,Medium
E0382,Marketing,Junior,2.6,37.0,0.0,1.2,140,2,2,4,Low
E0383,Operations,Mid,3.1,42.3,3.4,3.3,150,5,4,3,Medium
E0384,HR,Manager,1.1,46.6,5.5,3.1,144,1,4,4,Medium
E0385,Sales,Manager,1.0,46.3,15.4,4.4,137,4,5,2,High
E0386,Marketing,Junior,2.4,42.6,4.0,2.3,156,5,4,4,Medium
E0387,Operations,Senior,2.5,44.1,7.2,3.4,65,1,3,4,Low
E0388,Marketing,Mid,2.9,50.8,14.3,1.4,152,4,5,4,High
E0389,IT,Lead,8.8,49.0,13.4,3.9,163,5,5,2,High
E0390,Operations,Junior,5.6,46.4,7.9,3.2,106,1,4,4,Medium
E0391,Finance,Manager,0.6,53.1,9.5,3.1,134,3,5,2,High
E0392,IT,Lead,7.7,46.4,9.6,3.0,43,1,4,4,Low
E0393,Finance,Junior,2.4,40.4,0.0,1.3,53,2,2,4,Low
E0394,Finance,Junior,6.0,53.6,9.9,1.4,171,2,5,3,Medium
E0395,IT,Lead,2.5,49.2,13.8,4.4,135,2,5,2,High
E0396,HR,Junior,3.8,47.2,2.8,0.9,46,2,3,4,Low
E0397,Operations,Mid,1.2,45.3,7.0,1.3,122,0,1,3,Low
E0398,Sales,Manager,4.5,57.1,14.9,5.0,115,1,5,2,High
E0399,HR,Senior,6.4,41.8,0.0,3.0,182,3,3,4,Medium
E0400,Sales,Mid,0.7,45.0,5.6,4.2,64,1,4,5,Low
E0401,Sales,Mid,6.5,42.2,3.5,2.2,60,1,3,4,Low
E0402,Marketing,Junior,1.9,48.0,12.6,1.8,165,5,4,3,High
E0403,Operations,Manager,10.7,52.0,15.0,2.8,129,3,5,2,High
E0404,IT,Mid,6.0,42.4,0.2,2.2,88,2,2,4,Low
E0405,Marketing,Junior,5.3,39.5,0.0,0.3,302,1,4,4,Medium
E0406,Operations,Mid,3.1,44.3,7.0,2.6,165,6,4,3,Medium
E0407,Sales,Manager,16.6,47.0,10.1,4.0,116,3,5,3,High
E0408,Operations,Junior,2.4,43.5,1.2,1.7,36,1,3,5,Low
E0409,IT,Lead,1.4,59.4,19.8,2.7,140,5,5,1,High
E0410,Marketing,Senior,2.0,45.1,9.3,1.8,72,2,4,3,Low
E0411,Finance,Lead,7.3,47.3,11.9,3.6,97,3,4,3,Medium
E0412,Finance,Manager,3.8,47.4,8.2,2.4,84,2,4,3,Low
E0413,IT,Lead,3.3,56.3,14.9,3.4,221,7,5,2,High
E0414,Marketing,Manager,2.4,50.3,9.0,5.0,61,2,5,3,Medium
E0415,IT,Junior,3.2,41.4,6.9,2.9,187,1,5,3,Medium
E0416,IT,Lead,2.3,50.5,14.4,1.8,170,4,4,2,High
E0417,IT,Senior,5.7,40.0,4.0,2.1,138,4,4,4,Low
E0418,Operations,Senior,2.8,51.3,15.4,2.8,123,3,4,3,Medium
E0419,IT,Lead,2.0,54.7,12.7,2.9,180,2,5,3,High
E0420,Marketing,Manager,6.8,48.0,15.6,2.2,105,6,4,3,Medium
E0421,Finance,Senior,1.5,38.1,4.2,2.8,225,3,5,3,Medium
E0422,IT,Mid,3.8,41.4,5.3,2.1,193,2,4,2,High
E0423,IT,Mid,0.5,44.0,4.4,3.6,255,3,4,3,High
E0424,IT,Mid,0.9,49.6,10.0,1.9,126,1,4,3,Medium
E0425,Finance,Mid,2.6,46.8,7.3,3.0,109,4,3,3,Medium
E0426,Operations,Mid,2.2,47.6,5.6,1.1,94,1,3,4,Low
E0427,IT,Junior,2.2,37.4,3.9,0.9,308,3,3,4,Medium
E0428,Operations,Junior,6.1,44.2,1.4,2.3,145,0,3,5,Low
E0429,IT,Senior,6.3,47.0,10.3,3.4,72,3,4,3,Medium
E0430,Operations,Mid,4.4,46.3,5.6,1.3,220,3,4,4,Medium
E0431,Marketing,Manager,1.4,41.9,7.8,3.3,106,6,3,4,Medium
E0432,Operations,Senior,3.2,52.0,15.2,1.4,44,3,3,3,Low
E0433,Operations,Junior,11.7,45.3,6.2,1.6,79,2,3,4,Low
E0434,Operations,Junior,15.5,52.5,11.6,2.4,201,3,5,3,High
E0435,IT,Junior,6.9,39.6,5.9,1.4,151,5,4,3,Medium
E0436,IT,Manager,1.4,51.1,14.0,3.1,173,3,5,2,High
E0437,IT,Junior,3.2,42.6,7.8,0.8,219,1,5,3,Medium
E0438,HR,Mid,4.2,41.0,0.0,1.6,28,1,3,3,Low
E0439,Operations,Manager,3.7,55.9,17.2,4.7,108,2,5,2,High
E0440,Finance,Manager,7.4,52.0,10.5,3.4,125,2,5,3,High
E0441,Operations,Mid,5.9,46.5,10.5,1.3,223,3,3,2,Medium
E0442,IT,Junior,1.4,46.4,5.0,1.4,62,0,2,4,Low
E0443,Operations,Junior,2.1,48.3,5.8,0.4,97,1,3,3,Low
E0444,IT,Junior,6.9,38.3,4.5,0.9,111,1,3,4,Low
E0445,Sales,Junior,9.0,51.1,11.9,3.2,100,4,4,3,High
E0446,Operations,Senior,4.2,50.7,10.2,2.4,131,3,4,3,Medium
E0447,Marketing,Manager,9.7,48.6,12.0,4.8,120,3,5,3,High
E0448,Finance,Mid,3.9,46.0,12.4,2.0,105,4,4,2,Medium
E0449,IT,Senior,1.6,54.7,15.1,2.5,196,5,5,2,High
E0450,Finance,Junior,5.5,43.4,9.1,2.2,168,3,4,3,Medium
E0451,IT,Lead,20.0,44.1,6.3,0.9,171,7,4,3,Medium
E0452,Operations,Senior,1.1,44.5,6.2,2.7,189,1,4,4,Medium
E0453,Operations,Lead,9.5,47.0,6.5,3.0,245,4,4,2,High
E0454,IT,Manager,5.3,50.7,15.9,4.5,82,3,5,2,High
E0455,IT,Mid,2.0,45.4,9.7,2.9,60,1,4,4,Low
E0456,IT,Junior,0.5,41.8,2.4,0.8,150,0,3,4,Low
E0457,Marketing,Junior,0.3,46.4,4.7,2.7,86,1,3,4,Low
E0458,HR,Mid,2.2,46.4,0.0,1.9,69,1,2,5,Low
E0459,Operations,Manager,4.7,44.2,11.3,2.6,94,4,4,4,Medium
E0460,Finance,Mid,6.5,40.8,0.4,2.3,160,4,3,4,Low
E0461,Finance,Senior,7.6,44.9,10.6,2.3,324,4,4,2,High
E0462,IT,Senior,4.4,52.4,12.0,3.7,194,1,5,2,High
E0463,Marketing,Junior,3.9,47.4,13.1,2.0,105,3,5,2,Medium
E0464,Sales,Mid,2.7,46.8,11.4,2.7,186,3,4,2,High
E0465,Finance,Senior,4.8,43.3,6.8,3.2,61,5,4,4,Medium
E0466,Operations,Senior,2.0,49.4,12.3,3.4,50,2,3,3,Medium
E0467,Finance,Mid,1.1,41.6,1.4,2.7,90,1,3,4,Low
E0468,Marketing,Junior,3.7,42.3,1.7,2.8,32,2,2,4,Low
E0469,IT,Senior,6.2,49.2,11.8,3.0,102,3,5,3,Medium
E0470,HR,Junior,0.9,35.5,0.0,1.8,109,0,2,4,Low
E0471,Sales,Manager,2.2,51.4,11.9,4.7,362,6,5,1,High
E0472,HR,Junior,3.6,39.3,0.0,1.6,188,1,2,5,Low
E0473,IT,Junior,3.6,49.9,8.4,1.7,50,1,3,4,Low
E0474,IT,Mid,5.2,41.2,4.7,3.5,44,1,4,5,Low
E0475,Sales,Mid,11.5,42.6,9.7,3.8,85,2,4,3,Medium
E0476,Sales,Mid,0.3,46.0,8.1,2.5,272,2,5,4,High
E0477,Sales,Mid,11.9,54.5,13.6,2.2,74,2,4,4,Medium
E0478,Finance,Manager,11.2,49.0,11.0,4.5,94,2,5,3,Medium
E0479,Finance,Mid,6.6,42.1,3.9,2.7,78,2,2,4,Low
E0480,Sales,Mid,4.1,42.6,7.0,2.8,150,6,4,2,High
E0481,Sales,Mid,2.0,46.9,2.6,2.3,167,7,3,3,Medium
E0482,IT,Junior,6.5,44.3,9.6,2.0,170,3,5,3,Medium
E0483,Finance,Senior,4.3,46.3,10.9,2.5,144,6,4,3,High
E0484,Sales,Junior,2.7,55.1,16.9,1.6,92,7,3,1,High
E0485,IT,Senior,6.4,40.5,8.0,2.6,126,2,3,5,Low
E0486,Sales,Junior,7.2,48.2,5.9,2.4,226,2,3,3,High
E0487,HR,Manager,8.9,46.5,6.2,3.0,261,4,5,3,High
E0488,IT,Mid,1.8,50.2,9.8,2.8,153,2,5,3,Medium
E0489,Finance,Lead,8.2,50.6,11.5,4.0,64,2,4,3,Low
E0490,Finance,Mid,2.8,44.6,6.8,2.9,150,2,4,3,Medium
E0491,Operations,Junior,4.2,45.2,10.8,1.5,113,2,4,3,Medium
E0492,Finance,Lead,4.8,45.2,7.5,3.6,63,1,3,4,Low
E0493,Finance,Senior,7.7,46.7,12.4,2.6,83,3,4,3,Medium
E0494,Sales,Lead,6.0,51.8,13.2,2.5,83,3,4,3,Medium
E0495,Operations,Mid,2.7,48.1,7.5,2.6,165,1,4,4,Medium
E0496,HR,Senior,0.3,47.8,4.7,2.6,246,1,4,3,Medium
E0497,Sales,Lead,5.1,57.6,20.7,5.5,202,4,5,2,High
E0498,Finance,Senior,4.0,46.5,5.2,3.7,161,1,4,3,Medium
E0499,Sales,Mid,1.1,46.2,9.2,3.1,122,1,3,4,Low
E0500,HR,Senior,4.4,40.5,3.0,2.7,79,1,3,4,Low
E0501,Operations,Senior,3.6,54.1,16.1,2.6,177,5,5,2,High
E0502,Operations,Manager,8.9,50.6,15.0,2.5,158,2,5,2,High
E0503,Marketing,Mid,12.4,43.4,3.8,0.7,66,3,3,4,Low
E0504,HR,Mid,7.1,41.7,6.6,1.4,129,0,3,4,Low
E0505,HR,Lead,3.4,43.8,8.5,3.0,135,2,4,3,Medium
E0506,Operations,Mid,3.8,45.8,5.4,0.4,99,3,3,3,Low
E0507,Sales,Senior,1.8,52.4,12.5,2.5,102,1,4,3,Medium
E0508,Operations,Mid,2.1,44.0,9.1,1.9,147,1,4,4,Low
E0509,HR,Junior,3.3,45.1,4.4,1.5,82,1,2,5,Low
E0510,IT,Senior,3.0,46.3,10.3,2.0,320,5,5,2,High
E0511,IT,Junior,1.0,47.5,9.7,1.4,157,1,4,3,Medium
E0512,Operations,Junior,8.9,49.8,7.4,3.1,148,4,4,2,Medium
E0513,IT,Senior,9.8,50.7,10.7,3.0,114,2,4,4,Low
E0514,Sales,Senior,8.8,47.5,6.9,2.5,93,1,3,3,Low
E0515,Sales,Lead,10.0,59.8,17.8,3.4,81,5,5,2,High
E0516,IT,Mid,14.8,41.3,4.8,2.1,71,0,3,4,Low
E0517,Sales,Junior,1.8,43.7,8.7,1.5,58,2,3,3,Low
E0518,Operations,Manager,14.4,45.7,10.2,2.7,59,1,5,3,Medium
E0519,IT,Junior,2.7,51.0,15.0,2.5,73,4,5,2,High
E0520,Operations,Junior,5.7,34.8,2.9,1.4,200,1,3,4,Low
E0521,Operations,Mid,0.8,42.6,4.6,1.2,200,3,4,3,Low
E0522,Sales,Mid,2.4,41.2,4.1,2.5,74,3,4,4,Medium
E0523,IT,Lead,7.2,52.8,13.3,3.1,73,4,5,3,High
E0524,Finance,Senior,5.9,43.0,3.0,0.9,86,0,2,5,Low
E0525,IT,Senior,2.6,44.7,8.6,2.5,175,2,3,4,Low
E0526,Sales,Junior,3.8,41.3,0.0,2.8,169,1,3,3,Low
E0527,Marketing,Mid,2.2,47.8,7.5,2.5,124,1,4,4,Low
E0528,Marketing,Mid,7.2,40.9,4.5,3.9,133,4,4,3,Medium
E0529,Operations,Junior,9.4,38.4,0.5,2.7,116,3,1,4,Low
E0530,Sales,Mid,1.8,42.9,12.3,3.7,79,4,5,2,High
E0531,Finance,Mid,3.5,37.7,1.8,4.3,43,0,4,5,Low
E0532,Operations,Junior,1.0,45.2,9.7,2.3,275,3,4,4,Medium
E0533,Sales,Senior,4.3,45.2,6.7,3.1,128,2,4,3,Medium
E0534,Finance,Senior,5.3,48.9,14.9,3.3,63,1,5,3,Medium
E0535,IT,Junior,4.6,47.0,11.0,1.3,158,3,4,3,High
E0536,IT,Mid,5.0,39.9,5.0,2.2,70,2,4,3,Low
E0537,HR,Lead,3.2,43.1,3.8,2.5,189,2,3,4,Low
E0538,IT,Senior,3.3,51.4,12.9,2.8,198,1,5,3,High
E0539,IT,Lead,3.2,49.7,11.0,2.5,183,3,4,2,Medium
E0540,Operations,Mid,2.3,45.1,6.8,1.6,128,2,3,3,Low
E0541,Marketing,Lead,2.6,46.8,14.6,3.3,242,2,5,2,High
E0542,Finance,Mid,5.1,40.9,4.0,2.0,219,2,4,4,Medium
E0543,Operations,Mid,9.0,44.8,7.9,0.6,79,5,4,3,Medium
E0544,Marketing,Junior,1.5,45.9,9.3,0.5,167,3,4,4,Low
E0545,IT,Mid,3.3,49.7,12.2,1.2,104,7,3,3,Medium
E0546,Sales,Mid,1.2,49.8,7.4,1.8,68,2,3,3,Low
E0547,Sales,Mid,2.4,47.5,6.8,2.9,231,1,4,3,Medium
E0548,IT,Senior,2.7,39.4,3.5,2.7,162,2,3,5,Low
E0549,Operations,Mid,4.1,44.2,3.3,3.0,125,1,3,3,Low
E0550,Sales,Mid,4.0,49.0,9.3,3.2,88,4,5,3,High
E0551,HR,Junior,3.5,39.5,2.9,2.6,225,2,4,4,Medium
E0552,IT,Mid,4.8,49.7,9.3,2.6,84,1,4,4,Medium
E0553,IT,Mid,1.7,49.8,13.2,2.3,83,3,5,2,High
E0554,Marketing,Mid,4.1,36.7,1.8,3.0,102,0,3,5,Low
E0555,IT,Mid,6.0,47.5,8.1,2.8,170,4,5,4,Medium
E0556,IT,Senior,1.7,49.4,11.3,2.8,104,4,4,3,Medium
E0557,Sales,Manager,0.6,46.4,9.2,4.8,420,4,5,2,High
E0558,HR,Mid,7.2,47.8,10.2,0.2,130,5,3,3,Medium
E0559,Finance,Senior,1.3,47.3,12.1,2.3,96,1,5,3,Medium
E0560,HR,Lead,2.3,48.5,8.7,2.8,88,1,4,3,Medium
E0561,IT,Manager,5.9,55.9,20.2,4.2,315,1,5,2,High
E0562,IT,Senior,1.6,43.7,4.5,3.8,109,1,3,5,Low
E0563,Operations,Lead,6.8,49.2,10.5,1.8,240,1,5,3,Medium
E0564,Finance,Lead,2.0,45.5,11.5,4.1,66,3,5,3,Medium
E0565,Finance,Lead,1.8,42.0,6.3,2.1,206,5,5,4,Medium
E0566,Finance,Mid,1.2,39.6,8.2,1.2,85,1,3,5,Low
E0567,Operations,Junior,2.0,42.9,2.1,1.5,160,1,3,5,Low
E0568,IT,Junior,5.4,44.7,10.8,1.4,87,0,4,2,Low
E0569,Sales,Mid,2.3,49.9,12.2,1.3,112,3,4,3,Medium
E0570,HR,Mid,7.2,45.2,5.6,2.6,62,1,3,4,Low
E0571,Sales,Mid,3.6,41.8,0.6,3.1,157,5,2,3,Low
E0572,Operations,Senior,3.9,40.1,5.1,3.3,188,0,4,5,Medium
E0573,HR,Senior,1.7,46.1,8.3,2.2,89,1,4,4,Low
E0574,Operations,Lead,7.9,53.2,10.6,3.0,55,5,4,3,Medium
E0575,Operations,Junior,6.1,44.6,0.0,1.7,207,0,3,4,Low
E0576,HR,Junior,5.9,49.4,8.5,3.1,88,5,4,3,Medium
E0577,Marketing,Lead,3.1,48.7,10.0,0.7,122,2,4,3,Medium
E0578,Finance,Lead,1.1,42.0,6.7,2.2,77,5,4,3,Medium
E0579,Operations,Manager,4.0,54.4,15.5,3.3,217,2,5,3,High
E0580,Sales,Lead,5.2,45.8,8.3,2.6,172,1,5,3,High
E0581,HR,Lead,5.2,45.0,4.7,2.8,240,0,4,2,Medium
E0582,HR,Mid,4.7,42.4,5.9,2.0,202,2,4,2,Medium
E0583,IT,Mid,4.6,52.2,16.1,1.6,217,4,5,1,High
E0584,Sales,Mid,2.0,51.9,14.5,2.6,136,2,4,2,High
E0585,Marketing,Senior,2.1,47.9,9.4,3.0,113,1,3,3,Medium
E0586,Finance,Manager,1.3,51.5,12.8,3.1,166,0,4,2,Medium
E0587,IT,Mid,7.3,47.8,12.2,1.7,128,2,4,2,Medium
E0588,Sales,Senior,12.0,39.2,4.5,2.8,199,1,4,3,Low
E0589,IT,Mid,19.8,53.9,11.6,2.1,93,5,3,2,Medium
E0590,IT,Junior,4.2,51.1,5.1,0.3,42,0,3,4,Low
E0591,Marketing,Junior,4.6,46.4,6.8,2.1,152,4,4,3,Medium
E0592,Sales,Junior,3.2,40.5,6.1,1.8,87,4,4,4,Low
E0593,Sales,Manager,4.2,48.7,14.0,4.8,71,3,5,2,High
E0594,Finance,Mid,1.6,47.2,7.5,2.6,324,2,5,2,High
E0595,IT,Lead,3.1,43.5,0.0,3.9,99,0,3,4,Low
E0596,Sales,Senior,1.8,44.2,10.2,2.1,67,1,4,4,Low
E0597,Operations,Junior,2.8,46.6,9.1,1.4,96,4,3,3,Low
E0598,Finance,Junior,1.9,46.5,7.8,0.7,97,3,3,4,Low
E0599,Marketing,Lead,5.2,49.6,9.1,2.4,161,3,4,2,Medium
E0600,Finance,Mid,5.7,49.6,13.6,3.1,102,4,4,3,Medium
E0601,HR,Manager,4.5,42.8,9.7,4.5,124,3,4,3,Medium
E0602,Operations,Junior,2.1,48.2,8.3,0.8,144,2,4,2,Medium
E0603,Marketing,Senior,1.2,52.9,12.2,2.1,170,2,5,3,Medium
E0604,Operations,Lead,5.7,49.1,12.0,2.9,140,4,5,4,High
E0605,Marketing,Mid,3.6,43.1,2.9,2.6,262,1,4,3,Medium
E0606,Operations,Mid,0.6,38.1,0.0,0.7,148,0,3,4,Low
E0607,Operations,Manager,4.0,44.8,9.6,2.0,167,5,4,2,High
E0608,IT,Mid,4.6,52.4,12.0,2.5,169,3,4,2,High
E0609,Operations,Mid,0.8,45.7,6.1,0.5,207,2,3,3,Medium
E0610,Sales,Mid,5.3,50.2,11.2,2.2,136,4,4,2,Medium
E0611,Finance,Mid,0.9,50.2,7.6,2.2,75,2,2,3,Low
E0612,Finance,Senior,1.9,47.6,13.7,2.8,168,2,4,2,Medium
E0613,Marketing,Senior,1.0,43.4,6.8,2.4,160,2,5,2,Medium
E0614,Marketing,Mid,1.7,46.9,8.4,1.8,228,5,4,2,High
E0615,Sales,Lead,1.2,48.5,13.0,4.1,86,2,4,3,Medium
E0616,Operations,Junior,7.2,52.1,12.5,1.9,95,0,4,2,Medium
E0617,Operations,Junior,3.0,38.9,0.0,1.2,101,0,1,4,Low
E0618,Sales,Senior,2.5,42.8,7.7,3.0,163,1,4,3,Medium
E0619,IT,Manager,7.7,53.1,16.4,3.6,94,5,5,2,High
E0620,IT,Junior,7.4,51.7,14.2,3.1,90,3,4,3,Medium
E0621,Operations,Junior,2.7,48.5,7.5,2.3,183,4,3,2,Medium
E0622,HR,Mid,4.4,43.4,3.3,3.1,51,1,3,5,Low
E0623,Marketing,Lead,2.2,51.1,12.5,2.5,103,0,5,3,Medium
E0624,HR,Junior,3.3,46.2,7.0,1.3,188,2,4,3,Medium
E0625,Marketing,Mid,1.4,43.1,5.1,1.9,155,0,3,4,Low
E0626,Sales,Senior,4.9,46.2,10.8,2.8,87,4,5,3,Medium
E0627,Operations,Mid,7.9,50.4,12.2,1.3,168,4,3,2,Medium
E0628,IT,Junior,7.0,51.3,15.6,2.7,170,8,5,3,High
E0629,Finance,Junior,3.7,51.9,9.0,2.4,123,2,3,4,Low
E0630,Operations,Mid,0.5,49.8,7.7,1.9,101,2,3,3,Low
E0631,Marketing,Mid,2.1,46.6,6.3,2.6,151,1,3,3,Medium
E0632,Operations,Lead,3.3,51.0,12.7,3.2,88,4,5,3,Medium
E0633,IT,Senior,1.0,47.4,10.0,3.1,164,4,5,3,High
E0634,Sales,Senior,0.9,44.2,10.3,1.9,148,1,4,3,Medium
E0635,IT,Manager,9.4,46.1,8.8,3.2,150,4,4,3,High
E0636,IT,Mid,6.4,51.4,14.2,2.1,95,2,5,2,Medium
E0637,Finance,Mid,5.2,42.2,2.4,2.6,212,4,4,4,Medium
E0638,Operations,Manager,5.9,48.9,9.8,2.8,98,5,4,3,High
E0639,Operations,Mid,1.2,48.7,7.9,0.1,99,2,3,3,Low
E0640,Operations,Senior,1.7,51.4,17.0,1.6,155,2,5,2,High
E0641,Operations,Senior,4.2,43.4,7.3,2.5,168,0,4,3,Low
E0642,Operations,Junior,4.5,47.0,3.8,1.8,129,3,3,4,Low
E0643,IT,Mid,1.0,47.4,6.8,3.4,55,1,4,4,Medium
E0644,IT,Junior,4.0,50.3,14.6,2.2,144,2,5,3,Medium
E0645,Finance,Junior,3.4,39.2,0.0,1.8,104,0,3,5,Low
E0646,Operations,Mid,6.8,42.1,3.5,2.1,220,5,3,3,Medium
E0647,IT,Mid,4.5,55.9,19.9,3.0,135,4,5,2,High
E0648,HR,Lead,10.1,49.0,9.9,2.5,165,2,4,3,Medium
E0649,Finance,Lead,2.7,51.7,5.6,2.9,403,2,5,3,High
E0650,IT,Lead,1.3,49.7,11.8,2.1,227,5,5,1,High
E0651,Sales,Mid,9.9,48.3,8.3,3.7,76,1,4,3,Medium
E0652,Marketing,Mid,4.7,42.6,9.9,2.4,187,2,5,2,Medium
E0653,Finance,Mid,3.4,49.9,14.4,1.5,150,3,4,3,Medium
E0654,IT,Junior,1.7,51.1,9.6,1.6,110,4,3,4,Medium
E0655,Operations,Manager,2.7,48.3,9.3,3.7,187,1,5,2,High
E0656,Sales,Mid,2.6,35.4,11.1,2.3,96,4,4,4,Medium
E0657,Operations,Junior,1.2,44.6,3.7,1.3,79,0,3,4,Low
E0658,Sales,Lead,0.3,50.9,6.9,2.9,117,1,4,4,Medium
E0659,Finance,Mid,2.5,33.5,0.0,2.4,78,2,2,5,Low
E0660,Sales,Junior,6.0,44.6,0.7,1.9,146,1,3,5,Low
E0661,Sales,Junior,8.4,34.0,3.4,1.8,108,1,3,4,Low
E0662,Operations,Senior,7.0,45.8,4.3,1.4,86,1,3,3,Low
E0663,IT,Lead,7.3,50.4,13.3,3.1,221,2,5,2,High
E0664,IT,Junior,1.4,35.1,3.2,1.6,149,3,3,4,Low
E0665,Sales,Manager,4.3,40.8,0.0,3.5,37,3,3,4,Low
E0666,Operations,Lead,5.2,48.1,6.3,3.2,57,1,4,4,Low
E0667,Operations,Lead,5.5,47.6,8.6,3.6,99,4,4,3,Medium
E0668,Marketing,Junior,3.3,43.8,3.1,2.3,49,0,4,4,Low
E0669,Sales,Junior,3.9,49.0,13.1,2.6,206,4,5,2,High
E0670,Sales,Lead,6.9,40.9,8.5,3.3,96,2,3,3,Medium
E0671,IT,Mid,5.1,51.8,12.5,1.6,177,2,4,3,Medium
E0672,Finance,Senior,5.8,51.6,8.4,1.7,171,2,4,2,High
E0673,Marketing,Senior,2.4,49.3,7.8,2.0,42,2,3,3,Low
E0674,Operations,Junior,5.6,36.2,3.2,1.7,81,1,2,3,Low
E0675,Finance,Lead,3.9,43.0,9.8,2.4,109,5,3,3,Medium
E0676,Sales,Manager,6.4,44.3,8.9,3.8,146,4,5,4,Medium
E0677,Marketing,Senior,2.0,41.9,8.7,1.7,199,2,3,2,Medium
E0678,HR,Mid,6.0,42.6,3.6,0.8,328,4,3,3,Medium
E0679,IT,Lead,2.7,47.4,8.2,3.7,268,6,5,4,High
E0680,Sales,Mid,6.1,45.0,12.0,2.2,137,5,4,3,Medium
E0681,IT,Senior,4.3,51.8,12.2,1.8,147,4,4,3,High
E0682,IT,Lead,3.7,49.7,10.2,2.1,244,6,4,3,Medium
E0683,IT,Senior,2.8,47.0,11.1,2.8,130,2,3,2,Medium
E0684,HR,Mid,3.4,42.4,4.2,3.2,84,3,4,3,Low
E0685,Finance,Junior,2.5,35.7,2.5,1.4,179,7,3,3,Medium
E0686,Sales,Mid,2.8,45.3,8.3,2.4,151,1,4,3,Medium
E0687,Sales,Mid,5.0,44.0,5.5,3.4,52,4,4,4,Low
E0688,Marketing,Mid,0.7,42.2,2.7,0.7,90,0,2,4,Low
E0689,Operations,Senior,6.0,42.7,2.5,4.1,48,1,3,4,Low
E0690,HR,Mid,6.1,42.8,3.1,4.1,22,2,2,4,Low
E0691,Sales,Lead,2.9,49.6,13.3,1.3,295,3,5,2,High
E0692,Marketing,Manager,4.0,46.7,7.7,3.2,131,2,4,3,Medium
E0693,IT,Mid,1.6,58.2,19.1,1.5,133,2,5,2,High
E0694,Sales,Senior,4.8,49.9,13.0,2.7,118,2,4,3,High
E0695,Marketing,Senior,1.7,51.3,13.2,2.2,145,3,4,3,Medium
E0696,HR,Mid,0.1,45.3,7.7,2.7,100,4,4,3,Medium
E0697,Operations,Junior,8.1,49.0,13.9,1.6,85,3,4,3,Medium
E0698,Finance,Lead,1.4,46.7,6.9,2.3,89,0,4,4,Low
E0699,Finance,Manager,3.4,38.5,0.8,3.2,216,3,4,4,Low
E0700,Sales,Senior,4.1,47.0,7.7,3.4,205,3,4,2,High
E0701,IT,Manager,5.0,52.0,15.2,2.4,131,1,5,3,Medium
E0702,Sales,Manager,3.6,48.9,12.6,2.4,308,5,5,1,High
E0703,IT,Mid,4.4,46.8,10.1,3.7,128,1,4,3,Medium
E0704,Operations,Senior,2.9,49.7,14.3,2.0,109,3,5,2,High
E0705,Sales,Mid,0.8,42.4,9.5,2.4,145,4,4,4,Medium
E0706,Finance,Manager,3.5,52.3,14.2,3.0,286,8,5,2,High
E0707,Operations,Junior,5.5,42.4,2.7,2.1,216,3,4,4,Medium
E0708,Operations,Mid,1.5,44.6,3.1,3.5,71,0,3,5,Low
E0709,Sales,Lead,4.1,52.3,17.5,3.9,98,3,5,2,High
E0710,HR,Mid,11.5,49.2,4.9,0.9,97,2,2,3,Low
E0711,Marketing,Lead,3.3,44.1,7.0,1.9,154,3,2,4,Low
E0712,Finance,Mid,3.4,40.6,4.5,1.8,166,1,4,3,Medium
E0713,Operations,Manager,0.8,43.8,8.9,3.1,220,1,5,2,High
